Laserleistung;Scangeschwindigkeit;Hatchabstand;Schichtdicke;ED;TE;Dichte
285;761;0.19405;0.05;0.3745072273324573;38.59904430120662;99.872
306;1364;0.07279;0.025;0.2243401759530792;123.280767112559;99.878
221;499;0.17824;0.1;0.4428857715430862;24.84772057580151;98.562
217;1588;0.1491;0.075;0.1366498740554156;12.2199753235337;83.448
260;330;0.08845;0.075;0.7878787878787878;118.7682363487903;97.194
156;1013;0.09147;0.075;0.1539980256663376;22.44787371689627;99.285
131;1224;0.11581;0.025;0.1070261437908497;36.96611477103865;97.938
321;422;0.10713;0.05;0.7606635071090048;142.0075622344824;97.38
268;1688;0.08567;0.1;0.1587677725118483;18.5324819087018;99.9
134;283;0.18499;0.05;0.4734982332155477;51.19176530791369;98.051
168;254;0.17645;0.05;0.6614173228346457;74.96937634850049;94.299
193;369;0.12324;0.025;0.5230352303523035;169.7615158559895;97.766
302;1574;0.12679;0.05;0.1918678526048285;30.26545509974421;99.984
326;1694;0.11305;0.1;0.192443919716647;17.02290311513905;99.392
183;602;0.15851;0.075;0.3039867109634551;25.57034979609742;99.422
97;271;0.1323;0.05;0.3579335793357933;54.10938463126128;99.033
251;935;0.07474;0.025;0.2684491978609626;143.6709648707319;99.932
270;235;0.17974;0.1;1.148936170212766;63.92211918397496;96.228
341;877;0.13314;0.075;0.3888255416191562;38.93901573473099;99.875
229;1073;0.16784;0.1;0.2134203168685927;12.71570048073121;88.888
218;1005;0.07403;0.075;0.2169154228855721;39.06802159225038;99.913
233;1465;0.1821;0.05;0.1590443686006826;17.46780544763126;93.956
330;898;0.17952;0.1;0.3674832962138085;20.47032621511856;99.719
308;1665;0.16578;0.1;0.184984984984985;11.15846211756454;81.622
183;546;0.12811;0.05;0.3351648351648351;52.32453909372182;97.668
171;1058;0.05851;0.075;0.1616257088846881;36.8314724285736;99.726
276;530;0.06509;0.1;0.5207547169811321;80.00533368891259;97.547
148;818;0.14512;0.025;0.1809290953545232;49.87020268867785;99.938
260;613;0.19933;0.075;0.4241435562805873;28.37128087630812;99.305
205;1339;0.11658;0.1;0.1530993278566094;13.13255514295843;88.021
344;627;0.14143;0.05;0.5486443381180224;77.58528432694935;98.717
189;1391;0.12665;0.025;0.1358734723220704;42.91305876733374;99.735
166;641;0.10727;0.05;0.2589703588143526;48.28383682564604;99.344
308;894;0.14541;0.075;0.3445190156599552;31.59058438529724;99.911
182;407;0.10824;0.025;0.4471744471744472;165.2529368715622;96.934
201;656;0.0927399999999999;0.05;0.3064024390243902;66.07773108138673;98.277
189;1074;0.17494;0.05;0.1759776536312849;20.11862965945867;94.872
188;417;0.10815;0.075;0.4508393285371702;55.58197916932289;95.546
219;1090;0.1593;0.075;0.2009174311926606;16.81669229484499;96.217
224;994;0.19207;0.075;0.2253521126760563;15.64374881908029;93.592
179;1610;0.06258;0.05;0.1111801242236025;35.53215858855943;99.929
141;1383;0.08884;0.05;0.1019522776572668;22.95188601019063;95.05
211;644;0.1356;0.025;0.327639751552795;96.64889426336136;99.243
217;1154;0.13995;0.025;0.1880415944540728;53.74536461709833;99.991
165;731;0.05336;0.075;0.225718194254446;56.40134788966666;99.783
107;1160;0.05625;0.025;0.0922413793103448;65.59386973180077;99.816
279;1534;0.19003;0.075;0.181877444589309;12.76131450046898;89.157
310;1463;0.13523;0.05;0.2118933697881066;31.3382192986921;99.946
104;367;0.11703;0.05;0.2833787465940055;48.4283938467069;98.635
276;1591;0.081;0.075;0.1734758013827781;28.55568747041615;99.943
198;1424;0.1058;0.025;0.1390449438202247;52.56897686965018;99.97
238;260;0.1962;0.1;0.9153846153846154;46.65568885752372;94.699
166;609;0.11506;0.025;0.2725779967159278;94.7602978327578;99.529
255;404;0.1861;0.025;0.6311881188118812;135.6664414426397;98.327
115;782;0.12499;0.025;0.1470588235294118;47.06258853649469;99.395
158;1648;0.07783;0.05;0.0958737864077669;24.63671756591726;95.188
84;211;0.0605799999999999;0.075;0.3981042654028436;87.62061525318448;96.453
148;408;0.0757;0.025;0.3627450980392157;191.6750848291761;94.882
